,Name,CPU,RAM,Ổ cứng,Card đồ họa,Màn hình,Hệ điều hành,Pin,Trọng lượng,Màu sắc,Kích thước,Price
135,Laptop Lenovo IdeaPad Gaming 3 15ARH05 (82EY005UVN) (R7-4800H | 8GB | 512GB | VGA GTX 1650 4GB | Win 10),AMD Ryzen 7 4800H 2.9GHz up to 4.2GHz 8MB,"8GB DDR4 3200MHz (2x SO-DIMM socket, up to 16GB SDRAM)","512GB SSD M.2 2242 PCIe NVMe 3.0x4, x1 slot 2.5"" SATA (HDD/SSD)",NVIDIA GeForce GTX 1650 4GB GDDR6 + AMD Radeon Graphics,"15.6"" FHD (1920 x 1080) IPS, 250nits, Anti-Glare, 60Hz",Windows 10 Home,3 Cell 45WHr,2.2 kg,Đen,359 x 249.6 x 24.9 (mm),"20,990,000₫"
136,Laptop Lenovo IdeaPad Gaming 3 15ARH05 (82EY005VVN) (R5-4600H | 8GB | 512GB | VGA GTX 1650 4GB | Win 10),AMD Ryzen 5 4600H 3.0GHz up to 4.0GHz 8MB,"8GB DDR4 3200MHz (2x SO-DIMM socket, up to 16GB SDRAM)","512GB SSD M.2 2242 PCIe NVMe 3.0x4, x1 slot 2.5"" SATA (HDD/SSD)",NVIDIA GeForce GTX 1650 4GB GDDR6 + AMD Radeon Graphics,"15.6"" FHD (1920 x 1080) IPS, 250nits, Anti-Glare, 60Hz",Windows 10 Home,3 Cell 45WHr,2.2 kg,Đen,359 x 249.6 x 24.9 (mm),"17,990,000₫"
137,"Laptop ASUS VivoBook M533IA-BQ164T (R7-4700U | 8GB | 512GB | AMD Radeon Graphics | 15.6"" FHD | Win 10)",AMD Ryzen 7-4700U 2.0GHz up to 4.1GHz 8MB,8GB DDR4 3200MHz,512GB SSD M.2 PCIE G3X2,AMD Radeon™ Graphics,"15.6"" FHD (1920 x 1080) IPS, Anti-Glare with 45% NTSC",Windows 10 Home,3 Cells 50WHrs,1.8 kg,Indie Black,35.98 x 23.38 x 1.61 (cm),"19,290,000₫"
139,Laptop HP Pavilion Gaming 15-dk1074TX (1K3U8PA) (i7-10750H | 8GB | 512GB | VGA GTX 1650 4GB | 15.6'' FHD | Win 10),Intel Core i7-10750H 2.6GHz up to 5.0GHz 12MB,"8GB DDR4 3200MHz (2x SO-DIMM socket, up to 32GB SDRAM)",512GB SSD M.2 PCIE,NVIDIA GeForce GTX 1650 4GB GDDR6 + Intel UHD Graphics,"15.6"" FHD (1920 x 1080), IPS, 60Hz, Anti-Glare, Micro-Edge, WLED-backlit, 300nits",Windows 10 Home,3 Cell 52.5WHr,2.23 kg,Shadow Black,36 x 25.6 x 2.34 cm,"26,490,000₫"
140,Laptop Acer Nitro 5 2020 AN515-55-5923 (i5-10300H | 8GB | 512GB | VGA GTX 1650Ti 4GB | 15.6'' FHD 144Hz | Win 10),Intel Core i5-10300H 2.5GHz up to 4.5GHz 8MB,"8GB DDR4 3200MHz (2x SO-DIMM socket, up to 32GB SDRAM)","512GB SSD M.2 PCIE (Còn trống 1 khe SSD M.2 PCIE và 1 khe 2.5"" SATA)",NVIDIA GeForce GTX 1650Ti 4GB GDDR6 + Intel UHD Graphics,"15.6"" FHD (1920 x 1080) IPS, 144Hz, Anti-Glare",Windows 10 Home,4 Cell 57.5WHr,2.30 kg,Đen,363.4 x 255 x 23.9 mm,"20,990,000₫"
141,Laptop HP Pavilion Gaming 15-dk1072TX (1K3U9PA) (i5-10300H | 8GB | 512GB | VGA GTX 1650 4GB | 15.6'' FHD | Win 10),Intel Core i5-10300H 2.5GHz up to 4.5GHz 8MB,"8GB DDR4 3200MHz (2x SO-DIMM socket, up to 32GB SDRAM)",512GB SSD M.2 PCIE,NVIDIA GeForce GTX 1650 4GB GDDR6 + Intel UHD Graphics,"15.6"" FHD (1920 x 1080), IPS, 60Hz, Anti-Glare, Micro-Edge, WLED-backlit, 250nits, 45% NTSC",Windows 10 Home,3 Cell 52.5WHr,2.23 kg,Shadow Black,36 x 25.6 x 2.34 cm,"21,490,000₫"
142,"Laptop HP Pavilion Gaming 15-dk1075TX (1K3V0PA) (i7-10750H | 8GB | 512GB | VGA GTX 1650Ti 4GB | 15.6"" FHD | Win 10)",Intel Core i7-10750H 2.6GHz up to 5.0GHz 12MB,"8GB DDR4 3200MHz (2x SO-DIMM socket, up to 32GB SDRAM)",512GB SSD M.2 PCIE,NVIDIA GeForce GTX 1650Ti 4GB GDDR6 + Intel UHD Graphics,"15.6"" FHD (1920 x 1080), IPS, 60Hz, Anti-Glare, Micro-Edge, WLED-backlit, 300nits",Windows 10 Home,3 Cell 52.5WHr,2.23 kg,Shadow Black,36 x 25.6 x 2.34 cm,"26,990,000₫"
143,"Laptop ASUS VivoBook M533IA-BQ165T (R7-4700U | 8GB | 512GB | AMD Radeon Graphics | 15.6"" FHD | Win 10)",AMD Ryzen 7-4700U 2.0GHz up to 4.1GHz 8MB,8GB DDR4 3200MHz,512GB SSD M.2 PCIE G3X2,AMD Radeon™ Graphics,"15.6"" FHD (1920 x 1080) IPS, Anti-Glare with 45% NTSC",Windows 10 Home,3 Cells 50WHrs,1.8 kg,Dreamy White,35.98 x 23.38 x 1.61 (cm),"19,290,000₫"
144,"Laptop HP Pavilion x360 14-dw0060TU (195M8PA) (i3-1005G1 | 4GB | 256GB | Intel UHD Graphics | 14"" FHD Touch | Win 10)",Intel Core i3-1005G1 1.2GHz up to 3.4GHz 4MB,"4GB DDR4 3200MHz (2x SO-DIMM socket, up to 16GB SDRAM)",256GB PCIe® NVMe™ M.2 SSD,Intel UHD Graphics,"14"" FHD (1920 x 1080) IPS WLED-backlit, Touch Screen",Windows 10 Home + Office Home & Student,3 Cell 43WHr,1.61 kg,Vàng,32.4 x 22.1 x 1.87 cm,"13,490,000₫"
145,Laptop HP Envy 13-ba0045TU (171M2PA) (i5-1035G4 | 8GB | 256GB | Intel UHD Graphics | 13.3'' FHD | Win 10 | Office),Intel Core i5-1035G4 1.1GHz up to 3.7GHz 6MB,8GB DDR4 2666MHz (Onboard),256GB PCIe® NVMe™ M.2 SSD,Intel Iris Plus Graphics,"13.3"" FHD (1920 x 1080) IPS with 72% NTSC, BrightView Micro-Edge, 300 nits ",Windows 10 Home + Office Home & Student,3 Cell 51WHr,1.3 kg,Pale Gold,30.65 x 19.46 x 1.69 cm,"20,490,000₫"
146,"Laptop ASUS VivoBook S433FA-EB052T (i5-10210U | 8GB | 512GB | Intel UHD Graphics | 14"" FHD | Win 10)",Intel Core i5-10210U 1.6GHz up to 4.2GHz 6MB,8GB DDR4 2666MHz,512GB SSD M.2 PCIE G3X2,Intel UHD Graphics,"14"" FHD (1920 x 1080) IPS, Anti-Glare with 45% NTSC",Windows 10 Home,3 Cells 50WHrs,1.4 kg,Trắng,32.49 x 21.35 x 1.59 (cm),"18,490,000₫"
147,Laptop Dell Inspiron 3593 (70205743) (i5-1035G1 | 4GB | 256GB | VGA MX230 2GB | 15.6'' FHD | Win 10),Intel Core i5-1035G1 1.0GHz up to 3.6GHz 6MB,"4GB DDR4 2666MHz (2x SO-DIMM socket, up to 16GB SDRAM)","256GB SSD M.2 PCIE (Còn trống 1 khe 2.5"" SATA)",NVIDIA GeForce MX230 2GB GDDR5 + Intel UHD Graphics,"15.6"" FHD (1920 x 1080) Anti-Glare",Windows 10 Home,3 Cell 42WHr,2.19 kg,Đen,380 x 258 x 22.7 mm,"16,790,000₫"
148,"Laptop ASUS ROG Zephyrus G14 GA401II-HE019T (R7-4800HS | 16GB | 512GB | VGA GTX 1650Ti 4GB | 14"" FHD 120Hz | Win 10)",AMD Ryzen 7 4800HS 2.9GHz up to 4.2GHz 8MB,16GB DDR4 3200MHz (8GB + 8GB Onboard),512GB SSD PCIE G3X4,"NVIDIA GeForce GTX 1650Ti 4GB GDDR6 (Boost Clock: 1435MHz, 60W)","14"" FHD (1920 x 1080) IPS, 120Hz, 100% sRGB, Pantone Validated",Windows 10 Home,4 Cell 76WHr,1.7kg,Xám,32.4 x 22.2 x 1.99 (cm),"30,990,000₫"
149,"Laptop ASUS ROG Strix G17 G712L-VEV055T (i7-10750H | 16GB | 512GB | VGA RTX 2060 6GB | 17.3"" FHD 144Hz | Win 10)",Intel Core i7-10750H 2.6GHz up to 5.0GHz 12MB,"16GB (2x8) DDR4 2933MHz (2x SO-DIMM socket, up to 32GB SDRAM)",512GB SSD PCIE G3X4,NVIDIA GeForce RTX 2060 6GB GDDR6,"17.3"" FHD (1920 x 1080) IPS, 144Hz, Wide View, 300nits, Narrow Bezel, Non-Glare with 72% NTSC, 100% sRGB, 75% Adobe RGB",Windows 10 Home,4 Cell 66WHr,2.85 kg,Black,39.9 x 29.3 x 2.20 ~ 2.65 (cm),"35,990,000₫"
150,Laptop Lenovo IdeaPad Gaming 3 15IMH05 (81Y4006SVN) (i5-10300H | 8GB | 512GB | VGA GTX 1650 4GB | Win 10),Intel Core i5-10300H 2.5GHz up to 4.5GHz 8MB,"8GB DDR4 2933MHz (2x SO-DIMM socket, up to 16GB SDRAM)","512GB SSD M.2 2242 PCIe NVMe 3.0x4, x1 slot 2.5"" SATA (HDD/SSD)",NVIDIA GeForce GTX 1650 4GB GDDR6 + Intel UHD Graphics,"15.6"" FHD (1920 x 1080) IPS, 250nits, Anti-Glare, 60Hz",Windows 10 Home,3 Cell 45WHr,2.2 kg,Đen,359 x 249.6 x 24.9 (mm),"19,990,000₫"
151,Laptop Acer Swift 3 SF314-42-R5Z6 (R5-4500U | 8GB | 512GB | AMD Radeon Graphics | 14'' FHD | Win 10),AMD Ryzen 5-4500U 2.3GHz up to 4.0GHz 8MB,8GB LPDDR4 3733MHz Onboard,512GB SSD M.2 PCIE Gen3x4,AMD Radeon™ Graphics,"14"" FHD (1920 x 1080) Acer ComfyView™ IPS LED LCD",Windows 10 Home + Office Home & Student 2019,3 Cell 48Whr,1.19 kg,Pure Silver,323.4 x 218.9 x 15.95 (mm),"18,190,000₫"
153,"Laptop ASUS X509JP-EJ013T (i5-1035G1 | 4GB | 512GB | VGA MX330 2GB | 15.6"" FHD | Win 10)",Intel Core i5-1035G1 1.0GHz up to 3.6GHz 6MB,"4GB DDR4 2400MHz Onboard (1x SO-DIMM socket, up to 12GB SDRAM)","512GB SSD PCIE, 1x slot 2.5 SATA 3",NVIDIA GeForce MX330 2GB GDDR5 + Intel UHD Graphics,"15.6"" FHD (1920 x 1080), Anti-Glare with 45% NTSC",Windows 10 Home,2 Cells 32WHrs,1.8 kg,Bạc,360 x 235 x 22.9 mm,"15,490,000₫"
154,"Laptop MSI GL65 Leopard 10SEK-235VN (i7-10750H | 16GB | 1TB | VGA RTX 2060 6GB | 15.6"" FHD 144Hz | Win 10)",Intel Core i7-10750H 2.6GHz up to 5.0GHz 12MB,"16GB (8GBx2) DDR4 2666MHz (2x SO-DIMM socket, up to 64GB SDRAM)","1TB SSD M.2 PCIE, x1 slot 2.5"" SATA (HDD/SSD)",NVIDIA GeForce RTX 2060 6GB GDDR6,"15.6"" FHD (1920 x 1080) IPS with Anti-Glare, 144Hz, Thin Bezel, 100% sRGB",Windows 10 Home,6 Cell 51WHr,2.3 kg,Đen,357.7 x 248 x 27.5 mm,"36,990,000₫"
155,"Laptop ASUS TUF Gaming A15 FA506II-AL012T (R5-4600H | 8GB | 512GB | VGA GTX 1650Ti 4GB | 15.6"" FHD 144Hz | Win 10)",AMD Ryzen 5 4600H 3.0GHz up to 4.0GHz 8MB,"8GB DDR4 3200MHz (2x SO-DIMM socket, up to 32GB SDRAM)","512GB SSD M.2 PCIE G3X2, 1x slot SATA3 2.5""",NVIDIA GeForce GTX 1650Ti 4GB GDDR6 + AMD Radeon™ Graphics,"15.6"" FHD (1920 x 1080) IPS, 144Hz, Wide View, 250nits, Narrow Bezel, Non-Glare with 45% NTSC, 63% sRGB",Windows 10 Home,3 Cell 48WHr,2.3 kg,Gun Metal; Led RGB Keyboard,359.8 x 256 x 22.8 ~24.9 cm,"20,490,000₫"
156,"Laptop ASUS ROG Zephyrus G14 GA401II-HE152T (R7-4800HS | 16GB | 512GB | VGA GTX 1650Ti 4GB | 14"" FHD 120Hz | Win 10)",AMD Ryzen 7 4800HS 2.9GHz up to 4.2GHz 8MB,16GB DDR4 3200MHz,512GB SSD PCIE G3X4,"NVIDIA GeForce GTX 1650Ti 4GB GDDR6 (Boost Clock: 1435MHz, 60W)","14"" FHD (1920 x 1080) IPS, 120Hz, 100% sRGB, Pantone Validated",Windows 10 Home,4 Cell 76WHr,1.7kg,Trắng,32.4 x 22.2 x 1.99 (cm),"30,990,000₫"
157,Laptop ASUS TUF Gaming A15 FA506II-AL016T (R7-4800H | 8GB | 512GB | VGA GTX 1650Ti 4GB | 15.6'' FHD 144Hz | Win 10),AMD Ryzen 7 4800H 2.9GHz up to 4.2GHz 8MB,"8GB DDR4 3200MHz (2x SO-DIMM socket, up to 32GB SDRAM)","512GB SSD M.2 PCIE G3X2, 1x slot SATA3 2.5""",NVIDIA GeForce GTX 1650Ti 4GB GDDR6 + AMD Radeon™ Graphics,"15.6"" FHD (1920 x 1080) IPS, 144Hz, Wide View, 250nits, Narrow Bezel, Non-Glare with 45% NTSC, 63% sRGB",Windows 10 Home,3 Cell 48WHr,2.3 kg,Gun Metal; Led RGB Keyboard,359.8 x 256 x 22.8 ~24.9 cm,"21,990,000₫"
158,"Laptop ASUS TUF Gaming A17 FA706II-H7125T (R5-4600H | 8GB | 512GB | VGA GTX 1650Ti 4GB | 17.3"" FHD 120Hz | Win 10)",AMD Ryzen 5 4600H 3.0GHz up to 4.0GHz 8MB,"8GB DDR4 3200MHz (2x SO-DIMM socket, up to 32GB SDRAM)","512GB SSD M.2 PCIE G3X2, 1x slot SATA3 2.5""",NVIDIA GeForce GTX 1650Ti 4GB GDDR6 + AMD Radeon™ Graphics,"17.3"" FHD (1920 x 1080) IPS, 120Hz, Non-Glare, Wide View, Narrow Bezel",Windows 10 Home,3 Cell 48WHr,2.6 kg,Gun Metal; Led RGB Keyboard,399.2 x 268.9 x 23.38 ~26 mm ,"20,990,000₫"
160,"Laptop ASUS X509JA-EJ021T (i5-1035G1 | 4GB | 512GB | Intel UHD Graphics | 15.6"" FHD | Win 10)",Intel Core i5-1035G1 1.0GHz up to 3.6GHz 6MB,"4GB DDR4 2400MHz Onboard (1x SO-DIMM socket, up to 12GB SDRAM)","512GB SSD PCIE, 1x slot 2.5 SATA 3",Intel UHD Graphics,"15.6"" FHD (1920 x 1080), Anti-Glare with 45% NTSC",Windows 10 Home,2 Cells 32WHrs,1.8 kg,Bạc,360 x 235 x 22.9 mm,"13,990,000₫"
161,"Laptop Dell Inspiron 7591 (N5I5591W) (i5-9300H | 8GB | 256GB | VGA GTX 1050 3GB | 15.6"" FHD | Win 10)",Intel Core i5-9300H 2.4GHz up to 4.1GHz 8MB,"8GB DDR4 2666MHz (2x SO-DIMM socket, up to 32GB SDRAM)",256GB SSD M.2 PCIE,NVIDIA GeForce GTX 1050 3GB GDDR5 + Intel UHD Graphics 630,"15.6"" FHD (1920 x 1080) IPS, Anti-Glare, 100% sRGB, 64% Adobe RGB",Windows 10 Home,3 Cell 56WHr,1.87 kg,Bạc,17.94 (H) x 357.56 (W) x 238.84 (D) (mm),"21,990,000₫"
162,"Laptop HP Pavilion 15-cs2055TX (6ZF22PA) (i5-8265U | 4GB | 128GB + 1TB | VGA MX130 2GB | 15.6"" FHD | Win 10)",Intel Core i5-8265U 1.6GHz up 3.9GHz 6MB,"4GB DDR4 2666MHz (2x SO-DIMM socket, up to 16GB SDRAM)",HDD 1TB 5400rpm + 128GB SSD M.2 SATA,NVIDIA GeForce MX130 2GB GDDR5 + Intel UHD Graphics 620,"15.6"" FHD (1920 x 1080) Anti-Glare",Windows 10 Home,3 Cell 41WHr,1.85 kg,Vàng ,36.16 x 24.16 x 1.79 cm,"13,990,000₫"
163,"Laptop MSI GL65 Leopard 10SCXK-093VN (i7-10750H | 8GB | 512GB | VGA GTX 1650 4GB | 15.6"" FHD 144Hz | Win 10)",Intel Core i7-10750H 2.6GHz up to 5.0GHz 12MB,"8GB DDR4 2666MHz (2x SO-DIMM socket, up to 64GB SDRAM)","512GB SSD M.2 PCIE, x1 slot 2.5"" SATA (HDD/SSD)",NVIDIA GeForce GTX 1650 4GB GDDR6 + Intel UHD Graphics,"15.6"" FHD (1920 x 1080) IPS with Anti-Glare, 144Hz, Thin Bezel, 45% NTSC",Windows 10 Home,6 Cell 41WHr,2.3 kg,Đen,357.7 x 248 x 27.5 mm,"24,990,000₫"
164,Laptop ASUS ZenBook UX425EA-BM113T (i7-1165G7 | 16GB | 512GB | Intel Iris Xe Graphics | 14'' FHD | Win 10),Intel Core i7-1165G7 2.8GHz up to 4.7GHz 12MB,16GB LPDDR4X 3200MHz (Onboard),512GB SSD M.2 PCIE G3X2,Intel Iris Xe Graphics,"14"" FHD (1920 x 1080) IPS, Anti-Glare, 100% sRGB, 300nits",Windows 10 Home,4 Cell 67WHr Lithium-Polymer,1.17kg,Pine Grey,31.9 x 20.8 x 1.39 (cm),"28,990,000₫"
165,Laptop MSI Bravo 15 A4DCR-270VN (R5-4600H | 8GB | 256GB | VGA RX 5300M 3GB | 15.6'' FHD 144Hz | Win 10),AMD Ryzen 5 4600H 3.0GHz up to 4.0GHz 8MB,"8GB DDR4 3200MHz (2x SO-DIMM socket, up to 64GB SDRAM)",256GB SSD M.2 PCIE (Còn trống 1 khe SSD M.2 SATA/PCIe),AMD Radeon™ RX 5300M 3GB GDDR6 + AMD Radeon™ Graphics,"15.6"" FHD (1920 x 1080) IPS, 144Hz, Thin Bezel, Anti-Glare with 45% NTSC",Windows 10 Home,3 Cell 51WHr,1.96 kg,Đen,359 x 254 x 21.7 mm,"17,990,000₫"
166,"Laptop MSI GL65 Leopard 10SCXK-089VN (i7-10750H | 8GB | 512GB | VGA GTX 1650 4GB | 15.6"" FHD 144Hz | Win 10)",Intel Core i7-10750H 2.6GHz up to 5.0GHz 12MB,"8GB DDR4 2666MHz (2x SO-DIMM socket, up to 64GB SDRAM)","512GB SSD M.2 PCIE, x1 slot 2.5"" SATA (HDD/SSD)",NVIDIA GeForce GTX 1650 4GB GDDR6 + Intel UHD Graphics,"15.6"" FHD (1920 x 1080) IPS with Anti-Glare, 144Hz, Thin Bezel, 45% NTSC",Windows 10 Home,6 Cell 51WHr,2.3 kg,Đen,357.7 x 248 x 27.5 mm,"22,490,000₫"
167,Laptop Acer Nitro 5 2020 AN515-55-77P9 (i7-10750H | 8GB | 512GB | VGA GTX 1650Ti 4GB | 15.6'' FHD 144Hz | Win 10),Intel Core i7-10750H 2.6GHz up to 5.0GHz 12MB,"8GB DDR4 2933MHz (2x SO-DIMM socket, up to 32GB SDRAM)","512GB SSD M.2 PCIE (Còn trống 1 khe SSD M.2 PCIE và 1 khe 2.5"" SATA)",NVIDIA GeForce GTX 1650Ti 4GB GDDR6 + Intel UHD Graphics,"15.6"" FHD (1920 x 1080) IPS, 144Hz, Anti-Glare",Windows 10 Home,4 Cell 57.5WHr,2.30 kg,Đen,363.4 x 255 x 23.9 mm,"25,990,000₫"
168,"Laptop ASUS ROG Strix G15 G512-IAL013T (i5-10300H | 8GB | 512GB | VGA GTX 1650Ti 4GB | 15.6"" FHD 144Hz | Win 10)",Intel Core i5-10300H 2.5GHz up to 4.5GHz 8MB,"8GB DDR4 3200MHz (2x SO-DIMM socket, up to 32GB SDRAM)",512GB SSD PCIE G3X4,NVIDIA GeForce GTX 1650Ti 4GB GDDR6 + Intel UHD Graphics,"15.6"" FHD (1920 x 1080) IPS, 144Hz, Wide View, 250nits, Narrow Bezel, Non-Glare with 45% NTSC, 67% sRGB",Windows 10 Home,3 Cell 48WHr,2.39 kg,Black,360 x 275 x 21~25.8 (mm),"22,490,000₫"
169,Laptop ASUS TUF Gaming A15 FA506IU-AL127T (R7-4800H | 8GB | 512GB | VGA GTX 1660Ti 6GB | 15.6'' FHD 144Hz | Win 10),AMD Ryzen 7 4800H 2.9GHz up to 4.2GHz 8MB,"8GB DDR4 3200MHz (2x SO-DIMM socket, up to 32GB SDRAM)",512GB SSD M.2 PCIE G3X2 (2 slots),NVIDIA GeForce GTX 1660Ti 6GB GDDR6 + AMD Radeon™ Graphics,"15.6"" FHD (1920 x 1080) IPS, 144Hz, Non-Glare, Wide View, Narrow Bezel",Windows 10 Home,4 Cell 90WHr,2.3 kg,Gun Metal; Led RGB Keyboard,359.8 x 256 x 22.8 ~24.9 cm,"25,990,000₫"
170,"Laptop ASUS TUF Gaming A15 FA506IV-HN202T (R7-4800H | 16GB | 1TB | VGA RTX 2060 6GB | 15.6"" FHD 144Hz | Win 10)",AMD Ryzen 7 4800H 2.9GHz up to 4.2GHz 8MB,"16GB (8GBx2) DDR4 3200MHz (2x SO-DIMM socket, up to 32GB SDRAM)",1024GB SSD M.2 PCIE G3X2 (2 slots),NVIDIA GeForce RTX 2060 6GB GDDR6,"15.6"" FHD (1920 x 1080) IPS, 144Hz, Non-Glare, Wide View, Narrow Bezel",Windows 10 Home,4 Cell 90WHrs,2.3 kg,Gun Metal; Led RGB Keyboard,359.8 x 256 x 22.8 ~24.9 cm,"29,990,000₫"
172,"Laptop MSI GL65 Leopard 10SDK-242VN (i7-10750H | 16GB | 512GB | VGA GTX 1660Ti 6GB | 15.6"" FHD 144Hz | Win 10)",Intel Core i7-10750H 2.6GHz up to 5.0GHz 12MB,"16GB (8GBx2) DDR4 2666MHz (2x SO-DIMM socket, up to 32GB SDRAM)","512GB SSD M.2 PCIE, x1 slot 2.5"" SATA (HDD/SSD)",NVIDIA GeForce GTX 1660Ti 6GB GDDR6,"15.6"" FHD (1920 x 1080) IPS with Anti-Glare, 144Hz, Thin Bezel, 100% sRGB",Windows 10 Home,6 Cell 51WHr,2.3 kg,Đen,357.7 x 248 x 27.5 mm,"29,990,000₫"
173,"Laptop Acer Nitro 5 2020 AN515-55-70AX (i7-10750H | 8GB | 512GB | VGA GTX 1650Ti 4GB | 15.6"" FHD | Win 10)",Intel Core i7-10750H 2.6GHz up to 5.0GHz 12MB,"8GB DDR4 2933MHz (2x SO-DIMM socket, up to 32GB SDRAM)","512GB SSD M.2 PCIE (Còn trống 1 khe SSD M.2 PCIE và 1 khe 2.5"" SATA)",NVIDIA GeForce GTX 1650Ti 4GB GDDR6 + Intel UHD Graphics,"15.6"" FHD (1920 x 1080) IPS, 60Hz, Anti-Glare",Windows 10 Home,4 Cell 57.5WHr,2.30 kg,Đen,363.4 x 255 x 23.9 mm,"25,490,000₫"
174,"Laptop Acer Swift 3 SF314-41-R8G9 (R7-3700U | 8GB | 512GB | AMD Radeon Graphics | 14"" FHD | Win 10)",AMD Ryzen 7-3700U 2.3GHz up to 4.0GHz 4MB,8GB (4GB x2) DDR4 2400MHz,"512GB SSD M.2 PCIE (Còn trống 1 khe 2.5"" SATA)",Radeon™ Vega 10 Graphics,"14"" FHD (1920 x 1080) Acer ComfyView™ IPS LED LCD",Windows 10 Home,3 Cell 48Whr,1.5 kg,Sparkly Silver,323 x 228 x 17.95 (mm),"14,990,000₫"
175,"Laptop HP Pavilion 15-cs2033TU (6YZ14PA) (i5-8265U | 4GB | 120GB SSD + 1TB | Intel UHD Graphics | 15.6"" FHD | Win 10)",Intel Core i5-8265U 1.6GHz up to 3.9GHz 6MB,"4GB DDR4 2666MHz (2x SO-DIMM socket, up to 16GB SDRAM)",HDD 1TB 5400rpm + 120GB SSD M.2 SATA,Intel UHD Graphics 620,"15.6"" FHD (1920 x 1080) Anti-Glare",Windows 10 Home,3 Cell 41WHr,1.85 kg,Xám,36.16 x 24.16 x 1.79 cm,"12,990,000₫"
176,Laptop ASUS TUF Gaming A17 FA706IU-H7133T (R7-4800H | 8GB | 512GB | VGA GTX 1660Ti 6GB | 17.3'' FHD 120Hz | Win 10),AMD Ryzen 7 4800H 2.9GHz up to 4.2GHz 8MB,"8GB DDR4 3200MHz (2x SO-DIMM socket, up to 32GB SDRAM)",512GB SSD M.2 PCIE G3X2 (2 slots),NVIDIA GeForce GTX 1660Ti 6GB GDDR6 + AMD Radeon™ Graphics,"17.3"" FHD (1920 x 1080) IPS, 120Hz, Non-Glare, Wide View, Narrow Bezel",Windows 10 Home,3 Cell 90WHr,2.6 kg,Gun Metal; Led RGB Keyboard,399.2 x 268.9 x 23.38 ~26 mm ,"25,990,000₫"
177,Laptop Avita Liber V14 (NS14A8VNR571-CGB) (i7-10510U | 8GB | 1TB | Intel UHD Graphics | 14'' FHD | Win 10),Intel Core i7-10510U 1.8GHz up to 4.9GHz 8MB,8GB DDR4 2400MHz,1TB SSD M.2 SATA,Intel UHD Graphics,"14"" FHD (1920 x 1080) Anti-Glare IPS Panel with 178 degree wide viewing angle",Window 10 Home,Up to 10 hours,1.28kg,Champagne Gold,318 X 218 X 15.9 mm,"20,490,000₫"
178,Laptop ASUS D409DA-EK499T (R3-3250U | 4GB | 256GB | AMD Radeon Graphics | 14'' FHD | Win 10),AMD Ryzen 3-3250U 2.6GHz up to 3.5GHz 4MB,"4GB DDR4 2400MHz Onboard (1x SO-DIMM socket, up to 12GB SDRAM)",256GB SSD M.2 PCIE G3X2,AMD Radeon™ Graphics,"14"" FHD (1920 x 1080) 60Hz, Anti-Glare with 45% NTSC",Windows 10 Home,2 Cells 32WHrs,1.6 kg,Bạc,325 x 216 x 22.9 mm,"9,490,000₫"
179,"Laptop Dell Inspiron 5406 2 in 1 (N4I5047W) (i5-1135G7 | 8GB | 512GB | VGA MX230 2GB | 14"" FHD Touch | Win 10)",Intel Core i5-1135G7 2.4GHz up to 4.2GHz 8MB,"8GB DDR4 3200MHz (2x SO-DIMM socket, up to 16GB SDRAM)",512GB PCIe NVMe,NVIDIA GeForce MX230 2GB GDDR5 + ,"14"" FHD (1920 x 1080) IPS, Touch",Windows 10 Home,3 Cell 40WHr,1.72 kg,Grey,324.3 x 222.9 x 18.94 mm,"24,490,000₫"
180,"Laptop Dell Inspiron 5490 (FMKJV11) (i5-10210U | 8GB | 512GB | VGA MX230 2GB | 14"" FHD | Win 10)",Intel Core i5-10210U 1.6GHz up to 4.2GHz 6MB,"8GB DDR4 2666MHz Onboard (1x SO-DIMM socket, up to 20GB SDRAM)",512GB SSD PCIe NVMe,NVIDIA GeForce MX230 2GB GDDR5 + Intel UHD Graphics,"14"" FHD (1920 x 1080) IPS, Anti-Glare",Windows 10 Home,3 Cell 51WHr,1.42 kg,Silver,321.77 x 217 x 14.9 – 17.29 mm,"19,990,000₫"
181,Laptop Lenovo Yoga Slim 7 14ITL05 (82A3002QVN) (i5-1135G7 | 8GB | 512GB | Intel Iris Xe Graphics | 14” FHD | Win 10),Intel Core i5-1135G7 2.4GHz up to 4.2GHz 8MB,8GB DDR4 3200MHz Onboard,512GB SSD M.2 2280 PCIe 3.0x4 NVMe,Intel Iris Xe Graphics,"14"" FHD (1920x1080) IPS, 300nits, Glossy, 100% sRGB",Window 10 Home,4Cell 60.7Wh,1.36 Kg,Dark Moss,320.6 x 208.18 x 14.9mm,"22,990,000₫"
182,Laptop HP ProBook 450 G8 (2H0Y1PA) (i7-1165G7 | 16GB | 512GB | VGA MX450 2GB | 15.6'' FHD | Win 10),Intel Core i7-1165G7 2.8GHz up to 4.7GHz 12MB,"16GB (8GBx2) DDR4 3200MHz (2x SO-DIMM socket, up to 32GB SDRAM)",512GB SSD M.2 PCIe,NVIDIA GeForce MX450 2GB GDDR5 + Intel® Iris® Xᵉ Graphics,"15.6"" FHD (1920 x 1080) IPS, narrow bezel, anti-glare, 1000 nits, 72% NTSC",Windows 10 Home,3 Cell 45WHr,1.74kg,Pike silver,35.94 x 23.67 x 1.98 cm,"30,190,000₫"
