,Name,CPU,RAM,Ổ cứng,Card đồ họa,Màn hình,Hệ điều hành,Pin,Trọng lượng,Màu sắc,Kích thước,Price
43,"Laptop ASUS ExpertBook B9450FA-BM0616R (i7-10510U | 16GB | 1TB | Intel UHD Graphics | 14"" FHD | Win 10)",Intel Core i7-10510U 1.8GHz up to 4.9GHz 8MB,16GB LDDR3 2133MHz Onboard,1TB SSD PCIE G3X4 (2x512GB),Intel UHD Graphics,"14"" FHD (1920 x 1080) IPS with Anti-Glare, 72% NTSC, 100% sRGB, 300nits",Windows 10 Pro,4 Cell 66WHr Lithium-Polymer, 995g,"Xám nhôm, Blacklit keyboard",320 x 203 x 14.9 (mm),"44,990,000₫"
44,"Laptop Lenovo Legion 5 15IMH05 (82AU004YVN) (i7-10750H | 8GB | 512GB | VGA GTX 1650 4GB | 15.6"" FHD 120Hz | Win 10)",Intel Core i7-10750H 2.6GHz up to 5.0GHz 12MB,"8GB DDR4 2933MHz (2x SO-DIMM socket, up to 16GB SDRAM)","512GB SSD PCIE G3X4, x1 slot 2.5"" SATA (HDD/SSD)",NVIDIA GeForce GTX 1650 4GB GDDR6 + Intel UHD Graphics,"15.6"" FHD (1920 x 1080) IPS, 120Hz, Anti-Glare with 45% NTSC, 250nits",Windows 10 Home,4 Cell 60WHr,2.3 kg,Phantom Black,363.06 x 259.61 x 23.57-26.1 (mm),"25,990,000₫"
45,Laptop Lenovo Legion 5 15IMH05 (82AU004XVN) (i5-10300H | 8GB | 512GB | VGA GTX 1650 4GB | 15.6'' FHD 120Hz | Win 10),Intel Core i5-10300H 2.5GHz up to 4.5GHz 8MB,"8GB DDR4 2933MHz (2x SO-DIMM socket, up to 16GB SDRAM)",512GB SSD M.2 2280 PCIe NVMe,NVIDIA GeForce GTX 1650 4GB GDDR6 + Intel UHD Graphics,"15.6"" FHD (1920 x 1080) IPS, 120Hz, Anti-Glare with 45% NTSC, 250nits",Windows 10 Home,4 Cell 60 WHr,2.3 kg,Phantom Black,363.06 x 259.61 x 23.57-26.1 (mm),"23,490,000₫"
46,Laptop Acer Nitro 5 2020 AN515-44-R9F0 (R5-4600H | 8GB | 512GB | VGA GTX 1650Ti 4GB | 15.6'' FHD 144Hz | Win 10),AMD Ryzen 5 4600H 3.0GHz up to 4.0GHz 8MB,"8GB DDR4 3200MHz (2x SO-DIMM socket, up to 32GB SDRAM)","512GB SSD M.2 PCIE (Còn trống 1 khe SSD M.2 PCIE và 1 khe 2.5"" SATA)",NVIDIA GeForce GTX 1650Ti 4GB GDDR6 + AMD Radeon™ Graphics,"15.6"" FHD (1920 x 1080) IPS, 144Hz, Acer ComfyViewTM LED-backlit TFT LCD",Windows 10 Home,4 Cell 57.5WHr,2.20 kg,Đen,363.4 x 255 x 23.9 mm,"21,490,000₫"
47,"Laptop MSI GF63 Thin 10SCXR-1218VN (i5-10300H | 8GB | 512GB | VGA GTX 1650 4GB | 15.6"" FHD 144Hz | Win 10)",Intel Core i5-10300H 2.5GHz up to 4.5GHz 8MB,"8GB DDR4 2666MHz (2x SO-DIMM socket, up to 64GB SDRAM)","512GB SSD M.2 PCIE, x1 slot 2.5"" SATA3",NVIDIA GeForce GTX1650 4GB GDDR6 with Max-Q Design + Intel UHD Graphics,"15.6"" FHD (1920 x 1080) IPS, 144Hz, Thin Bezel",Windows 10 Home,3 Cell 51WHr,1.86 kg,Đen,359 x 254 x 21.7 mm,"20,490,000₫"
48,"Laptop MSI GE66 Raider 10SF-483VN (i7-10875H | 16GB | 1TB | VGA RTX 2070 8GB | 15.6"" FHD 240Hz | Win 10)",Intel Core i7-10875H 2.3GHz up to 5.1GHz 16MB,"16GB (8GB x2) DDR4 2666MHz (2x SO-DIMM socket, up to 32GB SDRAM)",1TB SSD PCIe G3X4 (2slots),NVIDIA GeForce RTX 2070 8GB GDDR6,"15.6"" FHD (1920 x 1080) IPS-Level, 240Hz, Thin Bezel, 100% sRGB",Windows 10 Home,4 Cell 99.9WHrs,2.38 kg,Dragonshield Editton,358 x 267 x 23.4 (mm),"56,990,000₫"
49,"Laptop Acer Aspire 5 A515-55-55JA (i5-1035G1 | 4GB | 512GB | Intel UHD Graphics | 15.6"" FHD | Win 10)",Intel Core i5-1035G1 1.0GHz up to 3.6GHz 6MB,"4GB Onboard DDR4 2666MHz (1x SO-DIMM socket, up to 20GB SDRAM)","512GB SSD M.2 PCIE, 1x slot SATA3 2.5""",Intel UHD Graphics,"15.6"" FHD (1920 x 1080) IPS, Anti-Glare, Acer ComfyView LCD",Windows 10 Home,3 Cell 48Whr,1.7 kg,Pure Silver,363.4 x 250.5 x 17.95 (mm),"14,990,000₫"
50,"Laptop Lenovo Legion 5 15ARH05 (82B500GUVN) (R5-4600H | 8GB | 512GB | VGA GTX 1650Ti 4GB | 15.6"" FHD 144Hz | Win 10)",AMD Ryzen 5 4600H 3.0GHz up to 4.0GHz 8MB,"8GB DDR4 3200MHz (2x SO-DIMM socket, up to 16GB SDRAM)","512GB SSD PCIE G3X4, x1 slot 2.5"" SATA (HDD/SSD)",AMD Radeon™ Graphics,"15.6"" FHD (1920x1080) WVA 300nits Anti-glare, 144Hz, 100% sRGB, Dolby Vision",Windows 10 Home,4 Cell 60WHr,2.3 kg,Phantom Black,363.06 x 259.61 x 23.57-26.1 (mm),"23,990,000₫"
51,"Laptop MSI GE66 Raider 10SFS-474VN (i7-10875H | 32GB | 1TB | VGA RTX 2070 8GB Super | 15.6"" FHD 300Hz | Win 10)",Intel Core i7-10875H 2.3GHz up to 5.1GHz 16MB,32GB (16GB x2) DDR4 3200MHz,1TB SSD M.2 PCIe G3X4,NVIDIA GeForce RTX 2070 Super 8GB GDDR6,"15.6"" FHD (1920 x 1080) IPS with 72% NTSC, 300Hz, Thin Bezel, 100% sRGB",Windows 10 Home,4 Cell 99.9WHrs,2.38 kg,"Xám, Perkey RGB Steelseries Keyboard",358 x 267 x 23.4 (mm),"53,490,000₫"
52,"Laptop HP Pavilion Gaming 15-dk0000TX (7HR10PA) (i5-9300H | 8GB | 256GB | VGA GTX 1650 4GB | 15.6"" FHD | Win 10)",Intel Core i5-9300H 2.4GHz up to 4.1GHz 8MB,"8GB DDR4 2666MHz (2x SO-DIMM socket, up to 32GB SDRAM)",256GB PCIe® NVMe™ M.2 SSD,NVIDIA GeForce GTX 1650 4GB GDDR5 + Intel UHD Graphics 630,"15.6"" FHD (1920 x 1080) IPS, 60Hz, Anti-Glare with 72% NTSC, ~100% sRGB, 300nits",Windows 10 Home,3 Cell 52.5WHr,2.23 kg,Shadow Black,36 x 25.6 x 2.34 cm,"18,490,000₫"
53,Laptop ASUS VivoBook A415EA-EB358T (i3-1115G4 | 4GB | 256GB |  Intel UHD Graphics | 14'' FHD | Win 10),Intel Core i3-1115G4 1.7GHz up to 4.1GHz 6MB,4GB DDR4 2666MHz Onboard,256GB SSD M.2 PCIE G3X4 (Còn trống 1 khe SSD M.2 PCIE),Intel UHD Graphics for 11th Gen Intel® Processors,"14"" FHD (1920 x 1080), IPS, Anti-Glare with 45% NTSC, NanoEdge",Windows 10 Home,3 Cells 42WHrs,1.4 kg,Bạc,324 x 215 x 17.9 mm,"12,290,000₫"
54,Laptop Acer Aspire 5 A515-56-54PK (i5-1135G7 | 8GB | 512GB | Intel Iris Xe Graphics | 15.6'' FHD | Win 10),Intel Core i5-1135G7 2.4GHz up to 4.2GHz 8MB,"8GB (4GBx2) DDR4 2666MHz (1x SO-DIMM socket, up to 20GB SDRAM)","512GB SSD M.2 PCIE, 1x slot SATA3 2.5""",Intel Iris Xe Graphics,"15.6"" FHD (1920 x 1080) IPS, Anti-Glare, Acer ComfyView LCD",Windows 10 Home,3 Cell 48WHrs,1.65 kg,Pure Silver,363.4 x 238.5 x 17.9 (mm),"17,490,000₫"
55,"Laptop MSI GF63 Thin 9SCXR-075VN (i5-9300H | 8GB | 512GB | VGA GTX 1650 4GB | 15.6"" FHD | Win 10)",Intel Core i5-9300H 2.4GHz up to 4.1GHz 8MB,"8GB DDR4 2666MHz (2x SO-DIMM socket, up to 32GB SDRAM)",512GB SSD M.2 PCIE,NVIDIA GeForce GTX 1650 4GB GDDR6 with Max-Q Design + Intel UHD Graphics 630,"15.6"" FHD (1920 x 1080) IPS, 60Hz, Thin Bezel, Anti-Glare with 45% NTSC",Windows 10 Home,3 Cell 51WHr,1.86 kg,Đen,359 x 254 x 21.7 mm,"17,490,000₫"
56,"Laptop HP 340s G7 (240Q3PA) (i3-1005G1 | 4GB | 256GB | Intel UHD Graphics | 14"" HD | Win 10)",Intel Core i3-1005G1 1.2GHz up to 3.4GHz 4MB,"4GB (1x4GB) DDR4 2666MHz (2x SO-DIMM socket, up to 16GB SDRAM)",256GB PCIe® NVMe™ M.2 SSD,Intel UHD Graphics,"14"" HD (1366 x 768), anti-glare, 220 nits, 45% NTSC",Windows 10 Homes,3 Cell 41WHr,1.47 kg,Bạc,32.4 x 22.5 x 1.79 cm,"10,490,000₫"
57,"Laptop HP 15s-fq1107TU (193Q3PA) (i3-1005G1 | 4GB | 256GB | Intel UHD Graphics | 15.6"" HD | Win 10)",Intel Core i3-1005G1 1.2GHz up to 3.4GHz 4MB,"4GB (1x4GB) DDR4 2666MHz (2x SO-DIMM socket, up to 16GB SDRAM)","256GB PCIe® NVMe™ M.2 SSD (Còn trống 1 khe 2.5"" SATA)",Intel UHD Graphics,"15.6"" HD (1366 x 768) SVA Anti-Glare with 45% NTSC, Micro-Edge WLED-backlit, 220nits",Windows 10 Homes,3 Cell 41WHr,1.65 kg,Bạc,35.85 x 24.2 x 1.8 cm,"10,290,000₫"
58,Laptop Dell Inspiron 5502 (N5I5310W) (i5-1135G7 | 8GB | 512GB | VGA MX330 2GB | 15.6'' FHD | Win 10),Intel Core i5-1135G7 2.4GHz up to 4.2GHz 8MB,"8GB DDR4 3200MHz (2x SO-DIMM socket, up to 32GB SDRAM)","512GB SSD M.2 PCIE, 1x slot M.2 PCIe/SATA3",NVIDIA GeForce MX330 2GB GDDR5 + Intel Iris Xe Graphics,"15.6"" FHD (1920 x 1080) Anti-Glare, LED Backlight, Wide Viewing Angle",Windows 10 Home,4 Cell 53WHr,1.65 Kg,Silver,356.10 x 234.5 x 17.9 (mm),"21,690,000₫"
59,Laptop ASUS VivoBook A415EP-EB116T (i5-1135G7 | 8GB | 512GB | VGA MX330 2GB | 14'' FHD | Win 10),Intel Core i5-1135G7 2.4GHz up to 4.2GHz 8MB,8GB DDR4 2666MHz Onboard,512GB SSD M.2 PCIE G3X4 (Còn trống 1 khe SSD M.2 PCIE),NVIDIA GeForce MX330 2GB GDDR5 + Intel Iris Xe Graphics ,"14"" FHD (1920 x 1080), IPS, Anti-Glare with 45% NTSC, NanoEdge",Windows 10 Home,3 Cells 42WHrs,1.4 kg,Bạc,324 x 215 x 17.9 mm,"18,390,000₫"
60,Laptop Avita Liber V14 (NS14A8VNF561-URB) (i5-10210U | 8GB | 512GB | Intel UHD Graphics | 14'' FHD | Win 10),Intel Core i5-10210U 1.6GHz up to 4.2GHz 6MB,8GB DDR4 2400MHz,512GB SSD M.2 SATA,Intel UHD Graphics,"14"" FHD (1920 x 1080) Anti-Glare IPS Panel with 178 degree wide viewing angle",Window 10 Home,Up to 10 hours,1.28kg,Urban Ruby,318 X 218 X 15.9 mm,"16,490,000₫"
61,Laptop Avita Liber V14 (NS14A8VNF561-PWB) (i5-10210U | 8GB | 512GB | Intel UHD Graphics | 14'' FHD | Win 10),Intel Core i5-10210U 1.6GHz up to 4.2GHz 6MB,8GB DDR4 2400MHz,512GB SSD M.2 SATA,Intel UHD Graphics,"14"" FHD (1920 x 1080) Anti-Glare IPS Panel with 178 degree wide viewing angle",Window 10 Home,Up to 10 hours,1.28kg,Pearl White,318 X 218 X 15.9 mm,"16,490,000₫"
62,Laptop Avita Liber V14 (NS14A8VNF561-ABB) (i5-10210U | 8GB | 512GB | Intel UHD Graphics | 14'' FHD | Win 10),Intel Core i5-10210U 1.6GHz up to 4.2GHz 6MB,8GB DDR4 2400MHz,512GB SSD M.2 SATA,Intel UHD Graphics,"14"" FHD (1920 x 1080) Anti-Glare IPS Panel with 178 degree wide viewing angle",Window 10 Home,Up to 10 hours,1.28kg,Angel Blue,318 X 218 X 15.9 mm,"16,490,000₫"
63,Laptop Avita Liber V14 (NS14A8VNF561-FLB) (i5-10210U | 8GB | 512GB | Intel UHD Graphics | 14'' FHD | Win 10),Intel Core i5-10210U 1.6GHz up to 4.2GHz 6MB,8GB DDR4 2400MHz,512GB SSD M.2 SATA,Intel UHD Graphics,"14"" FHD (1920 x 1080) Anti-Glare IPS Panel with 178 degree wide viewing angle",Window 10 Home,Up to 10 hours,1.28kg,Fragant Lilac,318 X 218 X 15.9 mm,"16,490,000₫"
64,Laptop Avita Liber V14 (NS14A8VNF561-BPB) (i5-10210U | 8GB | 512GB | Intel UHD Graphics | 14'' FHD | Win 10),Intel Core i5-10210U 1.6GHz up to 4.2GHz 6MB,8GB DDR4 2400MHz,512GB SSD M.2 SATA,Intel UHD Graphics,"14"" FHD (1920 x 1080) Anti-Glare IPS Panel with 178 degree wide viewing angle",Window 10 Home,Up to 10 hours,1.28kg,Blossom Pink,318 X 218 X 15.9 mm,"16,490,000₫"
65,Laptop ASUS VivoBook A415EP-EB118T (i7-1165G7 | 8GB | 512GB | VGA MX330 2GB | 14'' FHD | Win 10),Intel Core i7-1165G7 1.2GHz up to 4.7GHz 12MB,8GB DDR4 2666MHz Onboard,512GB SSD M.2 PCIE G3X4 (Còn trống 1 khe SSD M.2 PCIE),NVIDIA GeForce MX330 2GB GDDR5 + Intel Iris Xe Graphics ,"14"" FHD (1920 x 1080), IPS, Anti-Glare with 45% NTSC, NanoEdge",Windows 10 Home,3 Cells 42WHrs,1.4 kg,Bạc,324 x 215 x 17.9 mm,"20,990,000₫"
66,"Laptop ASUS ROG Zephyrus M15 GU502LU-AZ123T (i7-10750H | 16GB | 512GB | VGA GTX 1660Ti 6GB | 15.6"" FHD 240Hz | Win 10)",Intel Core i7-10750H 2.6GHz up to 5.0GHz 12MB,"16GB (16GB Onboard) DDR4 3200MHz (1x SO-DIMM socket, up to 32GB SDRAM)",512GB SSD PCIE G3X4 (Support RAID 0) (2 slots),NVIDIA GeForce GTX 1660Ti 6GB GDDR6,"15.6"" FHD (1920 x 1080) IPS, 100% sRGB, 240Hz, 3ms, 300nits, Pantone® Validated, NanoEdge",Windows 10 Home,4 Cell 76WHr,1.9 kg,Black Metal,36.0 x 25.2 x 1.99 (cm),"39,990,000₫"
67,Laptop ASUS VivoBook S533EA-BQ018T (i5-1135G7 | 8GB | 512GB | Intel Iris Xe Graphics | 15.6'' FHD | Win 10),Intel Core i5-1135G7 2.4GHz up to 4.2GHz 8MB,8GB DDR4 3200MHz,512GB SSD M.2 PCIE G3X2 (Còn trống 1 khe SSD M.2 PCIE/SATA3),Intel Iris Xe Graphics,"15.6"" FHD (1920 x 1080) IPS, Anti-Glare with 45% NTSC",Windows 10 Home,3 Cells 50WHrs,1.8 kg,Đen,35.98 x 23.38 x 1.61 (cm),"19,290,000₫"
68,Laptop ASUS VivoBook S533EA-BQ010T (i5-1135G7 | 8GB | 512GB | Intel Iris Xe Graphics | 15.6'' FHD | Win 10),Intel Core i5-1135G7 2.4GHz up to 4.2GHz 8MB,8GB DDR4 3200MHz,512GB SSD M.2 PCIE G3X2 (Còn trống 1 khe SSD M.2 PCIE/SATA3),Intel® Iris® Xe Graphics,"15.6"" FHD (1920 x 1080) IPS, Anti-Glare with 45% NTSC",Windows 10 Home,3 Cells 50WHrs,1.8 kg,Trắng,35.98 x 23.38 x 1.61 (cm),"19,290,000₫"
69,"Laptop Dell Inspiron 7501 (N5I5012W) (i5-10300H | 8GB | 512GB | VGA GTX 1650Ti 4GB | 15.6"" FHD | Win 10)",Intel Core i5-10300H 2.5GHz up to 4.5GHz 8MB,"8GB DDR4 2933MHz Onboard (1x SO-DIMM socket, up to 32GB SDRAM)",512GB SSD M.2 PCIe NVMe,NVIDIA GeForce GTX 1650Ti 4GB GDDR6 + Intel UHD Graphics,"15.6"" FHD (1920 x 1080) IPS, Anti-Glare, 100% sRGB, 64% Adobe RGB",Windows 10 Home,3 Cell 56WHr,1.9 kg,Bạc,35.61 x 23.45 x 1.89 (cm),"25,990,000₫"
70,"Laptop MSI Modern 14 B11M-011VN (i7-1165G7 | 8GB | 512GB |  Intel Iris Xe Graphics | 14"" FHD | Win 10)",Intel Core i7-1165G7 1.2GHz up to 4.7GHz 12MB,"8GB DDR4 3200MHz (1x SO-DIMM socket, up to 32GB SDRAM)",512GB PCIe NVMe™ M.2 SSD,Intel Iris Xe Graphics,"14"" FHD (1920 x 1080) IPS-Level, 60Hz, 45% NTSC, Thin Bezel, 65% sRGB",Windows 10 Home,3 Cell 52WHr,1.3 kg,BeigeMouse,319 x 219 x 16.9 (mm),"21,990,000₫"
71,"Laptop MSI Modern 14 B11M-010VN (i7-1165G7 | 8GB | 512GB |  Intel Iris Xe Graphics | 14"" FHD | Win 10)",Intel Core i7-1165G7 1.2GHz up to 4.7GHz 12MB,"8GB DDR4 3200MHz (1x SO-DIMM socket, up to 32GB SDRAM)",512GB PCIe NVMe™ M.2 SSD,Intel Iris Xe Graphics,"14"" FHD (1920 x 1080) IPS-Level, 60Hz, 45% NTSC, Thin Bezel, 65% sRGB",Windows 10 Home,3 Cell 52WHr,1.3 kg,Bluestone,319 x 219 x 16.9 (mm),"21,990,000₫"
72,Laptop MSI Prestige 14 Evo A11SCX-282VN (i7-1185G7 | 8GB | 512GB | VGA GTX 1650 4GB | 14'' FHD | Win 10),Intel Core i7-1185G7 3.0GHz up to 4.8GHz 12MB,8GB LPDDR4X-4267,512GB PCIe NVMe Gen4x4 ,NVIDIA GeForce GTX1650 4GB GDDR6 with Max-Q Design + Intel Iris Xe Graphics,"14"" FHD (1920 x 1080), IPS, Anti-Glare, 100% sRGB, 300nits",Windows 10 Home,3 Cell 52WHr,1.29 kg,Carbon Gray,319 x 219 x 15.9 mm,"32,990,000₫"
73,"Laptop Dell Inspiron 7306 (N3I5202W) (i5-1135G7 | 8GB | 512GB | Intel Iris Xe Graphics | 13.3"" FHD Touch | Win 10)",Intel Core i5-1135G7 2.4GHz up to 4.2GHz 8MB,8GB (4GBx2) LPDDR3 4267MHz Onboard,512GB SSD M.2 PCIe NVMe,Intel Iris Xe Graphics,"13.3"" FHD (1920 x 1080) TrueLife Touch Narrow Border IPS Display with Active Pen, 300nits, 100%sGRB",Windows 10 Home,4 Cell 60WHr,1.37 kg,Black,305.2 x 206.4 x 16.74 (mm),"25,990,000₫"
74,Laptop ASUS VivoBook S533EA-BQ016T (i5-1135G7 | 8GB | 512GB | Intel Iris Xe Graphics | 15.6'' FHD | Win 10),Intel Core i5-1135G7 2.4GHz up to 4.2GHz 8MB,8GB DDR4 3200MHz,512GB SSD M.2 PCIE G3X2 (Còn trống 1 khe SSD M.2 PCIE/SATA3),Intel® Iris® Xe Graphics,"15.6"" FHD (1920 x 1080) IPS, Anti-Glare with 45% NTSC",Windows 10 Home,3 Cells 50WHrs,1.8 kg,Xanh,35.98 x 23.38 x 1.61 (cm),"18,590,000₫"
75,"Laptop Dell Vostro 5402 (70231338) (i7-1165G7 | 16GB | 512GB | VGA MX330 2GB | 14"" FHD | Win 10)",Intel Core i7-1165G7 2.8GHz up to 4.7GHz 12MB,"16GB DDR4 3200MHz (2x SO-DIMM socket, up to 32GB SDRAM)",512GB SSD M.2 PCIE,NVIDIA GeForce MX330 2GB GDDR5 + Intel® Iris® Xe Graphics,"14'' FHD (1920 x 1080) WLED, Anti-Glare, 45% NTSC, 220 Nits",Windows 10 Home,3 Cell 40WHr,,Gray ,321.3 x 216.2 x 17.9 mm,"24,990,000₫"
76,"Laptop Dell Vostro 5502 (70231340) (i5-1135G7 | 8GB | 256GB | Intel Iris Xe Graphics | 15.6"" FHD | Win 10)",Intel Core i5-1135G7 2.4GHz up to 4.2GHz 8MB,"8GB DDR4 3200MHz (2x SO-DIMM socket, up to 32GB SDRAM)",256GB SSD M.2 PCIE,Intel Iris Xe Graphics,"15.6"" FHD (1920 x 1080) Anti-Glare, LED Backlight, Wide Viewing Angle",Windows 10 Home,3 Cell 40WHr,1.7 Kg,Gray,356.1x 234.5 x 17.9 (mm),"18,990,000₫"
78,"Laptop Dell Vostro 5301 (V5301_1) (i5-1135G7 | 8GB | 256GB | Intel Iris Xe Graphics | 13.3"" FHD | Win 10)",Intel Core i5-1135G7 2.4GHz up to 4.2GHz 8MB,8GB LPDDR4 4267MHz Onboard,256GB SSD M.2 PCIE,Intel Iris Xe Graphics,"13.3'' FHD (1920 x 1080) WLED, Anti-Glare, 72% NTSC, 300 Nits",Windows 10 Home,3 Cell 40WHr,,Gray ,306 x 204 x 15.9 mm,"19,990,000₫"
79,Laptop Dell Inspiron 5502 (N5502) (i5-1135G7 | 8GB | 512GB | Intel Iris Xe Graphics | 15.6'' FHD | Win 10),Intel Core i5-1135G7 2.4GHz up to 4.2GHz 8MB,"8GB DDR4 3200MHz (2x SO-DIMM socket, up to 32GB SDRAM)","512GB SSD M.2 PCIE, 1x slot M.2 PCIe/SATA3",Intel Iris Xe Graphics,"15.6"" FHD (1920 x 1080) Anti-Glare, LED Backlight, Wide Viewing Angle",Windows 10 Home,4 Cell 53WHr,1.65 Kg,Silver,356.10 x 234.5 x 17.9 (mm),"20,490,000₫"
80,"Laptop Dell Vostro 3591 (GTNHJ1) (i5-1035G1 | 8GB | 256GB | Intel UHD Graphics | 15.6"" FHD | Win 10)",Intel Core i5-1035G1 1.0GHz up to 3.6GHz 6MB,"8GB DDR4 2666MHz (2x SO-DIMM socket, up to 16GB SDRAM)","256GB SSD M.2 PCIE, 1x slot SATA3 2.5""",Intel UHD Graphics,"15.6"" FHD (1920 x 1080) Anti-Glare",Windows 10 Home,3 Cell 42WHr,2.15 kg,Đen,380 x 258 x 22.7 mm,"15,590,000₫"
81,"Laptop ASUS VivoBook Flip 14 TM420IA-EC155T (R3-4300U | 4GB | 256GB | AMD Radeon Graphics | 14"" FHD | Win 10)",AMD Ryzen 3-4300U 2.7GHz up to 3.7GHz 4MB,"4GB DDR4 3200MHz Onboard (1x SO-DIMM socket, up to 12GB SDRAM)",256GB SSD M.2 PCIE,AMD Radeon Graphics,"14"" FHD (1920 x 1080), TouchScreen, Glossy Display, IPS",Windows 10 Home,3 Cells 42WHrs,1.5 kg,"Bespoke Black, Led Keyboard",324 x 220 x 18.2 (mm),"12,990,000₫"
83,Laptop Dell Inspiron 3505 (N3505AMD) (R3-3250U | 8GB | 256GB | AMD Radeon Graphics | 15.6'' FHD | Win 10),AMD Ryzen 3-3200U 2.6GHz up to 3.5GHz 4MB,"4GB DDR4 2400MHz (2x SO-DIMM socket, up to 16GB SDRAM)","256GB SSD M.2 PCIE (Còn trống 1 khe 2.5"" SATA)",AMD Radeon Graphics,"15.6"" FHD (1920 x 1080), Wide-Viewing Angle, Anti-Glare, 220 Nits",Windows 10 Home,3 Cell 42WHr,1.96 kg,Đen,363.96 x 249 x 19.89 mm,"11,990,000₫"
84,Laptop ASUS VivoBook S433EQ-EB045T (i5-1135G7 | 8GB | 512GB | VGA MX350 2GB | 14'' FHD | Win 10),Intel Core i5-1135G7 2.4GHz up to 4.2GHz 8MB,8GB DDR4 3200MHz,512GB SSD M.2 PCIE G3X2 (Còn trống 1 khe SSD M.2 PCIE),NVIDIA GeForce MX350 2GB GDDR5 + Intel Iris Xe Graphics,"14"" FHD (1920 x 1080) IPS, Anti-Glare with 45% NTSC",Windows 10 Home,3 Cells 50WHrs,1.4 kg,Đen Indie,32.4 x 21.3 x 1.59 (cm),"20,990,000₫"
85,"Laptop Dell Vostro 3401 (70227392) (i3-1005G1 | 4GB | 256GB | Intel UHD Graphics | 14"" FHD | Win 10)",Intel Core i3-1005G1 1.2GHz up to 3.4GHz 4MB,"4GB DDR4 2666MHz (2x SO-DIMM socket, up to 16GB SDRAM)",256GB SSD M.2 PCIE (Còn trống 1 slot 2.5 SATA3),Intel UHD Graphics,14'' FHD (1920 x 1080) Anti-Glare,Windows 10 Home,3 Cell 42WHr,,Gray ,328.7 x 239.5 x 19.9 mm,"12,790,000₫"
86,"Laptop HP Pavilion Gaming 15-dk1086TX (206R3PA) (i7-10750H | 8GB | 512GB | VGA GTX 1650Ti 4GB | 15.6"" FHD 144Hz | Win 10)",Intel Core i7-10750H 2.6GHz up to 5.0GHz 12MB,"8GB DDR4 3200MHz (2x SO-DIMM socket, up to 32GB SDRAM)","512GB SSD M.2 PCIE (Còn trống 1 khe 2.5"" SATA)",NVIDIA GeForce GTX 1650Ti 4GB GDDR6 + Intel UHD Graphics,"15.6"" FHD (1920 x 1080), IPS, 144Hz, Anti-Glare, Micro-Edge, WLED-backlit, 250nits",Windows 10 Home,3 Cell 52.5WHr,2.23 kg,Shadow Black,36 x 25.6 x 2.34 cm,"27,490,000₫"
87,Laptop ASUS D509DA-EJ800T (R3-3250U | 4GB | 256GB | AMD Radeon Graphics | 15.6'' FHD | Win 10),AMD Ryzen 3-3250U 2.6GHz up to 3.5GHz 4MB,"4GB DDR4 2400MHz Onboard (1x SO-DIMM socket, up to 12GB SDRAM)","256GB PCIe NVMe, 1x slot 2.5 SATA 3",AMD Radeon™ Graphics,"15.6"" FHD (1920 x 1080) Anti-Glare with 45% NTSC, NanoEdge",Windows 10 Home,2 Cells 32WHrs,1.9 kg,Bạc,360 x 235 x 22.9 mm,"9,790,000₫"
88,Laptop HP Envy 15-ep0145TX (231V7PA) (i7-10750H | 16GB | 1TB | VGA GTX 1660Ti 6GB | 15.6'' FHD Touch | Win 10),Intel Core i7-10750H 2.6GHz up to 5.0GHz 12MB,"16GB (8GBx2) DDR4 2933MHz (2x SO-DIMM socket, up to 32GB SDRAM)",1TB SSD M.2 PCIE,NVIDIA GeForce GTX 1660Ti 6GB GDDR6 with Max-Q design + Intel UHD Graphics,"15.6"" FHD (1920 x 1080), IPS, Multi-Touch, IPS, Edge-to-Edge Glass, Micro-Edge, 400nits, 100% sRGB",Windows 10 Home,6 Cell 83WHr,2.14 kg,Silver,35.79 x 23.68 x 1.84 cm,"54,990,000₫"
89,Laptop Acer Aspire 5 A515-56G-51YL (i5-1135G7 | 8GB | 512GB | VGA MX350 2GB | 15.6'' FHD | Win 10),Intel Core i5-1135G7 2.4GHz up to 4.2GHz 8MB,"8GB (4GBx2) DDR4 2666MHz (1x SO-DIMM socket, up to 20GB SDRAM)","512GB SSD M.2 PCIE, 1x slot SATA3 2.5""",NVIDIA GeForce MX350 2GB GDDR5 + Intel Iris Xe Graphics,"15.6"" FHD (1920 x 1080) IPS, Anti-Glare, Acer ComfyView LCD",Windows 10 Home,3 Cell 48WHrs,1.7 kg,Pure Silver,363.4 x 238.5 x 17.9 (mm),"17,490,000₫"
90,Laptop Dell Inspiron 5502 (N5502A) (i7-1165G7 | 8GB | 512GB | VGA MX330 2GB | 15.6'' FHD | Win 10),Intel Core i7-1165G7 2.8GHz up to 4.7GHz 12MB,"8GB DDR4 3200MHz (2x SO-DIMM socket, up to 32GB SDRAM)","512GB SSD M.2 PCIE, 1x slot M.2 PCIe/SATA3",NVIDIA GeForce MX330 2GB GDDR5 + Intel Iris Xe Graphics,"15.6"" FHD (1920 x 1080) Anti-Glare, LED Backlight, Wide Viewing Angle",Windows 10 Home,3 Cell 40WHr,1.65 Kg,Silver,356.10 x 234.5 x 17.9 (mm),"23,490,000₫"
