,CPU,Chip đồ họa,RAM,Màn hình,Lưu trữ,Kích thước,Khối lượng
190,"Intel Core i3-8145U ( 2.1 GHz - 3.9 GHz / 4MB / 2 nhân, 4 luồng )",Intel UHD Graphics,1 x 4GB Onboard DDR4 2400MHz ( 1 Khe cắm / Hỗ trợ tối đa 12GB ),"15.6"" ( 1920 x 1080 ) Full HD không cảm ứng , Màn hình chống lóa , VGA webcam",1TB HDD 5400RPM,36 x 23.5 x 2.29 cm,1.8 kg
191,"Intel Core i5-1035G1 ( 1.0 GHz - 3.6 GHz / 6MB / 4 nhân, 8 luồng )",Intel UHD Graphics,1 x 4GB Onboard DDR4 2666MHz ( 1 Khe cắm / Hỗ trợ tối đa 12GB ),"14"" ( 1920 x 1080 ) Full HD không cảm ứng , Màn hình chống lóa , VGA webcam",1TB HDD 5400RPM,32.5 x 21.6 x 2.29 cm,1.6 kg
192,"Intel Core i5-1035G1 ( 1.0 GHz - 3.6 GHz / 6MB / 4 nhân, 8 luồng )",NVIDIA GeForce MX330 2GB GDDR5 / Intel UHD Graphics,1 x 4GB Onboard DDR4 2666MHz ( 1 Khe cắm / Hỗ trợ tối đa 12GB ),"15.6"" ( 1920 x 1080 ) Full HD không cảm ứng , Màn hình chống lóa , VGA webcam",512GB SSD M.2 NVMe /,36.02 x 23.49 x 2.29 cm,1.7 kg
193,"AMD Ryzen 3 3250U ( 2.6 GHz - 3.5 GHz / 4MB / 2 nhân, 4 luồng )",AMD Radeon Graphics,1 x 4GB Onboard DDR4 2400MHz ( 1 Khe cắm / Hỗ trợ tối đa 12GB ),"15.6"" ( 1920 x 1080 ) Full HD không cảm ứng , HD webcam",512GB SSD M.2 NVMe /,36.34 x 25.05 x 1.99 cm,1.7 kg
194,"Intel Core i3-1005G1 ( 1.2 GHz - 3.4 GHz / 4MB / 2 nhân, 4 luồng )",Intel UHD Graphics,1 x 4GB DDR4 2666MHz ( 2 Khe cắm / Hỗ trợ tối đa 16GB ),"14"" ( 1920 x 1080 ) Full HD không cảm ứng , Màn hình chống lóa , HD webcam",256GB SSD M.2 NVMe /,33.9 x 24.19 x 2.1 cm,1.7 kg
195,"Intel Core i5-1035G1 ( 1.0 GHz - 3.6 GHz / 6MB / 4 nhân, 8 luồng )",NVIDIA GeForce MX230 2GB GDDR5 / Intel UHD Graphics,1 x 8GB DDR4 2666MHz ( 2 Khe cắm / Hỗ trợ tối đa 16GB ),"15.6"" ( 1920 x 1080 ) Full HD không cảm ứng , Màn hình chống lóa , HD webcam",256GB SSD M.2 NVMe /,2.2 x 38 x 25.9 cm,1.9 kg
196,"Intel Core i3-10110U ( 2.1 GHz - 4.1 GHz / 4MB / 2 nhân, 4 luồng )",Intel UHD Graphics,1 x 4GB DDR4 2666MHz ( 2 Khe cắm / Hỗ trợ tối đa 16GB ),"15.6"" ( 1920 x 1080 ) Full HD TN không cảm ứng , Màn hình chống lóa , HD webcam",256GB SSD M.2 NVMe /,38 x 25.8 x 2 cm,2 kg
197,"Intel Core i5-1035G1 ( 1.0 GHz - 3.6 GHz / 6MB / 4 nhân, 8 luồng )",Intel UHD Graphics,1 x 8GB DDR4 2666MHz ( 2 Khe cắm / Hỗ trợ tối đa 16GB ),"14"" ( 1920 x 1080 ) Full HD IPS không cảm ứng , Màn hình chống lóa , HD webcam",256GB SSD M.2 NVMe /,33.9 x 24.2 x 2.1 cm,1.8 kg
198,"Intel Core i5-1035G1 ( 1.0 GHz - 3.6 GHz / 6MB / 4 nhân, 8 luồng )",Intel UHD Graphics,8GB Onboard DDR4 3200MHz Không nâng cấp được ),"15.6"" ( 1920 x 1080 ) Full HD IPS không cảm ứng , Màn hình chống lóa , HD webcam",256GB SSD M.2 NVMe /,35.66 x 23.3 x 1.79 cm,1.7 kg
199,"Intel Core i3-1005G1 ( 1.2 GHz - 3.4 GHz / 4MB / 2 nhân, 4 luồng )",Intel UHD Graphics,1 x 4GB Onboard DDR4 2400MHz ( 1 Khe cắm / Hỗ trợ tối đa 12GB ),"14"" ( 1920 x 1080 ) Full HD IPS không cảm ứng , HD webcam",512GB SSD M.2 NVMe /,32.88 x 23.6 x 1.795 cm,1.5 kg
